"N","a","b","cardinality","coverage_prob","x_set"
225,36,157,122,0.951275584418249,"36-157"
226,37,158,122,0.950278367977474,"37-158"
227,37,159,123,0.951289294858697,"37-159"
228,38,160,123,0.95019828180919,"38-160"
229,38,161,124,0.951198353012618,"38-161"
230,39,162,124,0.950016326305621,"39-162"
231,39,163,125,0.951007417496279,"39-163"
232,39,164,126,0.951975666547598,"39-164"
233,39,164,126,0.950764233108777,"39-164"
234,39,165,127,0.951730995520479,"39-165"
235,39,165,127,0.950479099380535,"39-165"
236,39,166,128,0.951445026133933,"39-166"
237,39,166,128,0.950154137539805,"39-166"
238,39,167,129,0.951119829679183,"39-167"
239,40,168,129,0.950075190047255,"40-168"
240,40,169,130,0.951031031383743,"40-169"
241,40,170,131,0.951965630525013,"40-170"
242,40,170,131,0.950733748124298,"40-170"
243,40,171,132,0.951667898869028,"40-171"
244,40,171,132,0.950399647047785,"40-171"
245,40,172,133,0.951333883576807,"40-172"
246,40,172,133,0.950030551993305,"40-172"
247,40,173,134,0.95096536759693,"40-173"
248,41,174,134,0.950041014484306,"41-174"
249,41,175,135,0.95096533803229,"41-175"
250,41,176,136,0.951869836362599,"41-176"
